framework,id,title,gqm_ref,linked_ids,uml_class,metric_ids,evidence_kind,proposed_uml_anchor,recommended_metric_ids,metric_repair_action,olir_exact_set,R1_Count,OLIR218_Count,Overlap_Count,semantic_review_status,evidence_question,independent_review_sampled,final_review_decision,final_metric_fit,final_uml_fit,final_crosswalk_fit,final_review_action,post_review_implementation_status,post_review_note
NIST-CSF-2.0,PR.PS-01,Configuration management practices are established and applied,GQM-CSF-065,A.8.9,EventPotential,EP_EXPLOIT;DR;FPR;AUROC;PR_AUC,PlatformConfigurationEvidence,EvidenceRequirement,,remove_current_metrics,no,1,2,1,NOT_IN_FRESH60_INDEPENDENT_SAMPLE,"What traceable evidence demonstrates that the outcome/control 'PR.PS-01 - Configuration management practices are established and applied' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",no,not_sampled,not_sampled,not_sampled,not_sampled,not_sampled,AUTHOR_QA_NOT_INDEPENDENTLY_SAMPLED,Not part of the fresh-60 independent semantic sample; structural/reciprocal updates may reflect human-directed changes from sampled endpoints.
NIST-CSF-2.0,PR.PS-02,"Software is maintained, replaced, and removed commensurate with risk",GQM-CSF-066,A.5.9,EventPotential,EP_EXPLOIT;DR;FPR;AUROC;PR_AUC,PlatformConfigurationEvidence,EvidenceRequirement,,remove_current_metrics,no,1,1,0,NOT_IN_FRESH60_INDEPENDENT_SAMPLE,"What traceable evidence demonstrates that the outcome/control 'PR.PS-02 - Software is maintained, replaced, and removed commensurate with risk' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",no,not_sampled,not_sampled,not_sampled,not_sampled,not_sampled,AUTHOR_QA_NOT_INDEPENDENTLY_SAMPLED,Not part of the fresh-60 independent semantic sample; structural/reciprocal updates may reflect human-directed changes from sampled endpoints.
NIST-CSF-2.0,PR.PS-03,"Hardware is maintained, replaced, and removed commensurate with risk",GQM-CSF-067,A.5.9;A.7.10;A.7.13,EventPotential,EP_EXPLOIT;DR;FPR;AUROC;PR_AUC,PlatformConfigurationEvidence,EvidenceRequirement,,remove_current_metrics,no,3,1,0,INDEPENDENT_FRESH60_MINOR_REVISION,"What traceable evidence demonstrates that the outcome/control 'PR.PS-03 - Hardware is maintained, replaced, and removed commensurate with risk' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",yes,minor_revision,yes,yes,partial,revise_crosswalk,HUMAN_DIRECTED_REPAIR_IMPLEMENTED,Added A.7.10 per Step12K and A.7.13 as clerical normalization of both reviewers' intended “Equipment Maintenance” reference; raw reviewer files remain unchanged.
NIST-CSF-2.0,PR.PS-04,Log records are generated and made available for continuous monitoring,GQM-CSF-068,A.8.15;A.8.17,EventPotential,EP_EXPLOIT;DR;FPR;AUROC;PR_AUC,MonitoringDetectionEvidence,EvidenceRequirement,EP_FREQ,partial_replace,no,2,0,0,INDEPENDENT_FRESH60_MINOR_REVISION,"What traceable evidence demonstrates that the outcome/control 'PR.PS-04 - Log records are generated and made available for continuous monitoring' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",yes,minor_revision,partial,yes,yes,revise_metric_mapping,HUMAN_DIRECTED_REPAIR_IMPLEMENTED,Metric binding pruned to EP_FREQ only; crosswalk unchanged.
NIST-CSF-2.0,PR.PS-05,Installation and execution of unauthorized software are prevented,GQM-CSF-069,A.8.19,EventPotential,EP_EXPLOIT;DR;FPR;AUROC;PR_AUC,PlatformConfigurationEvidence,EvidenceRequirement,,remove_current_metrics,yes,1,1,1,NOT_IN_FRESH60_INDEPENDENT_SAMPLE,"What traceable evidence demonstrates that the outcome/control 'PR.PS-05 - Installation and execution of unauthorized software are prevented' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",no,not_sampled,not_sampled,not_sampled,not_sampled,not_sampled,AUTHOR_QA_NOT_INDEPENDENTLY_SAMPLED,Not part of the fresh-60 independent semantic sample; structural/reciprocal updates may reflect human-directed changes from sampled endpoints.
NIST-CSF-2.0,PR.PS-06,"Secure software development practices are integrated, and their performance is monitored throughout the software development life cycle",GQM-CSF-070,A.8.25;A.8.26;A.8.28;A.8.4,EventPotential,EP_EXPLOIT;DR;FPR;AUROC;PR_AUC,SecureDevelopmentEvidence,EvidenceRequirement,,remove_current_metrics,no,4,5,3,NOT_IN_FRESH60_INDEPENDENT_SAMPLE,"What traceable evidence demonstrates that the outcome/control 'PR.PS-06 - Secure software development practices are integrated, and their performance is monitored throughout the software development life cycle' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",no,not_sampled,not_sampled,not_sampled,not_sampled,not_sampled,AUTHOR_QA_NOT_INDEPENDENTLY_SAMPLED,Not part of the fresh-60 independent semantic sample; structural/reciprocal updates may reflect human-directed changes from sampled endpoints.
NIST-CSF-2.0,PR.IR-01,Networks and environments are protected from unauthorized logical access and usage,GQM-CSF-071,A.8.20;A.8.21;A.8.22,EventPotential,EP_EXPLOIT;DR;FPR;AUROC;PR_AUC,NetworkSecurityEvidence,EvidenceRequirement,,remove_current_metrics,no,3,4,3,NOT_IN_FRESH60_INDEPENDENT_SAMPLE,"What traceable evidence demonstrates that the outcome/control 'PR.IR-01 - Networks and environments are protected from unauthorized logical access and usage' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",no,not_sampled,not_sampled,not_sampled,not_sampled,not_sampled,AUTHOR_QA_NOT_INDEPENDENTLY_SAMPLED,Not part of the fresh-60 independent semantic sample; structural/reciprocal updates may reflect human-directed changes from sampled endpoints.
NIST-CSF-2.0,PR.IR-02,The organization's technology assets are protected from environmental threats,GQM-CSF-072,A.7.5,EventPotential,EP_EXPLOIT;DR;FPR;AUROC;PR_AUC,PhysicalSecurityEvidence,EvidenceRequirement,,remove_current_metrics,no,1,8,1,NOT_IN_FRESH60_INDEPENDENT_SAMPLE,"What traceable evidence demonstrates that the outcome/control 'PR.IR-02 - The organization's technology assets are protected from environmental threats' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",no,not_sampled,not_sampled,not_sampled,not_sampled,not_sampled,AUTHOR_QA_NOT_INDEPENDENTLY_SAMPLED,Not part of the fresh-60 independent semantic sample; structural/reciprocal updates may reflect human-directed changes from sampled endpoints.
NIST-CSF-2.0,PR.IR-03,Mechanisms are implemented to achieve resilience requirements in normal and adverse situations,GQM-CSF-073,A.5.29;A.8.14,EventPotential,EP_EXPLOIT;DR;FPR;AUROC;PR_AUC,ContinuityResilienceEvidence,EvidenceRequirement,,remove_current_metrics,no,2,3,1,NOT_IN_FRESH60_INDEPENDENT_SAMPLE,"What traceable evidence demonstrates that the outcome/control 'PR.IR-03 - Mechanisms are implemented to achieve resilience requirements in normal and adverse situations' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",no,not_sampled,not_sampled,not_sampled,not_sampled,not_sampled,AUTHOR_QA_NOT_INDEPENDENTLY_SAMPLED,Not part of the fresh-60 independent semantic sample; structural/reciprocal updates may reflect human-directed changes from sampled endpoints.
NIST-CSF-2.0,PR.IR-04,Adequate resource capacity to ensure availability is maintained,GQM-CSF-074,A.8.6,EventPotential,EP_EXPLOIT;DR;FPR;AUROC;PR_AUC,ContinuityResilienceEvidence,EvidenceRequirement,,remove_current_metrics,no,1,0,0,NOT_IN_FRESH60_INDEPENDENT_SAMPLE,"What traceable evidence demonstrates that the outcome/control 'PR.IR-04 - Adequate resource capacity to ensure availability is maintained' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",no,not_sampled,not_sampled,not_sampled,not_sampled,not_sampled,AUTHOR_QA_NOT_INDEPENDENTLY_SAMPLED,Not part of the fresh-60 independent semantic sample; structural/reciprocal updates may reflect human-directed changes from sampled endpoints.
NIST-CSF-2.0,DE.CM-01,Networks and network services are monitored to find potentially adverse events,GQM-CSF-075,A.8.16,EventPotential,EP_EXPLOIT;DR;FPR;AUROC;PR_AUC,MonitoringDetectionEvidence,EvidenceRequirement,EP_FREQ;DR;FPR,partial_replace,no,1,1,0,NOT_IN_FRESH60_INDEPENDENT_SAMPLE,"What traceable evidence demonstrates that the outcome/control 'DE.CM-01 - Networks and network services are monitored to find potentially adverse events' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",no,not_sampled,not_sampled,not_sampled,not_sampled,not_sampled,AUTHOR_QA_NOT_INDEPENDENTLY_SAMPLED,Not part of the fresh-60 independent semantic sample; structural/reciprocal updates may reflect human-directed changes from sampled endpoints.
NIST-CSF-2.0,DE.CM-02,The physical environment is monitored to find potentially adverse events,GQM-CSF-076,A.7.4,EventPotential,EP_EXPLOIT;DR;FPR;AUROC;PR_AUC,MonitoringDetectionEvidence,EvidenceRequirement,EP_FREQ;DR;FPR,partial_replace,no,1,0,0,INDEPENDENT_FRESH60_ACCEPT,"What traceable evidence demonstrates that the outcome/control 'DE.CM-02 - The physical environment is monitored to find potentially adverse events' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",yes,accept,yes,yes,yes,retain,RETAINED_AFTER_INDEPENDENT_REVIEW,Independent fresh-60 final decision: accept; no semantic change required from the sampled row.
NIST-CSF-2.0,DE.CM-03,Personnel activity and technology usage are monitored to find potentially adverse events,GQM-CSF-077,A.7.4;A.8.16,EventPotential,EP_EXPLOIT;DR;FPR;AUROC;PR_AUC,MonitoringDetectionEvidence,EvidenceRequirement,EP_FREQ;DR;FPR,partial_replace,no,2,1,1,INDEPENDENT_FRESH60_ACCEPT,"What traceable evidence demonstrates that the outcome/control 'DE.CM-03 - Personnel activity and technology usage are monitored to find potentially adverse events' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",yes,accept,yes,yes,yes,retain,RETAINED_AFTER_INDEPENDENT_REVIEW,Independent fresh-60 final decision: accept; no semantic change required from the sampled row.
NIST-CSF-2.0,DE.CM-06,External service provider activities and services are monitored to find potentially adverse events,GQM-CSF-078,A.5.22;A.8.16,EventPotential,EP_EXPLOIT;DR;FPR;AUROC;PR_AUC,MonitoringDetectionEvidence,EvidenceRequirement,EP_FREQ;DR;FPR,partial_replace,no,2,0,0,NOT_IN_FRESH60_INDEPENDENT_SAMPLE,"What traceable evidence demonstrates that the outcome/control 'DE.CM-06 - External service provider activities and services are monitored to find potentially adverse events' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",no,not_sampled,not_sampled,not_sampled,not_sampled,not_sampled,AUTHOR_QA_NOT_INDEPENDENTLY_SAMPLED,Not part of the fresh-60 independent semantic sample; structural/reciprocal updates may reflect human-directed changes from sampled endpoints.
NIST-CSF-2.0,DE.CM-09,"Computing hardware and software, runtime environments, and their data are monitored to find potentially adverse events",GQM-CSF-079,A.8.16,EventPotential,EP_EXPLOIT;DR;FPR;AUROC;PR_AUC,MonitoringDetectionEvidence,EvidenceRequirement,EP_FREQ;DR;FPR,partial_replace,no,1,1,0,NOT_IN_FRESH60_INDEPENDENT_SAMPLE,"What traceable evidence demonstrates that the outcome/control 'DE.CM-09 - Computing hardware and software, runtime environments, and their data are monitored to find potentially adverse events' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",no,not_sampled,not_sampled,not_sampled,not_sampled,not_sampled,AUTHOR_QA_NOT_INDEPENDENTLY_SAMPLED,Not part of the fresh-60 independent semantic sample; structural/reciprocal updates may reflect human-directed changes from sampled endpoints.
NIST-CSF-2.0,DE.AE-02,Potentially adverse events are analyzed to better understand associated activities,GQM-CSF-080,A.5.24;A.5.25,EventPotential,EP_EXPLOIT;DR;FPR;AUROC;PR_AUC,MonitoringDetectionEvidence,EvidenceRequirement,EP_FREQ;DR;FPR;AUROC;PR_AUC;CAL_BRIER,partial_replace,no,2,1,1,NOT_IN_FRESH60_INDEPENDENT_SAMPLE,"What traceable evidence demonstrates that the outcome/control 'DE.AE-02 - Potentially adverse events are analyzed to better understand associated activities' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",no,not_sampled,not_sampled,not_sampled,not_sampled,not_sampled,AUTHOR_QA_NOT_INDEPENDENTLY_SAMPLED,Not part of the fresh-60 independent semantic sample; structural/reciprocal updates may reflect human-directed changes from sampled endpoints.
NIST-CSF-2.0,DE.AE-03,Information is correlated from multiple sources,GQM-CSF-081,A.8.15;A.8.16,EventPotential,EP_EXPLOIT;DR;FPR;AUROC;PR_AUC,MonitoringDetectionEvidence,EvidenceRequirement,EP_FREQ;AUROC;PR_AUC;CAL_BRIER,partial_replace,no,2,0,0,INDEPENDENT_FRESH60_ACCEPT,"What traceable evidence demonstrates that the outcome/control 'DE.AE-03 - Information is correlated from multiple sources' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",yes,accept,yes,yes,yes,retain,RETAINED_AFTER_INDEPENDENT_REVIEW,Independent fresh-60 final decision: accept; no semantic change required from the sampled row.
NIST-CSF-2.0,DE.AE-04,The estimated impact and scope of adverse events are understood,GQM-CSF-082,A.5.25,EventPotential,EP_EXPLOIT;DR;FPR;AUROC;PR_AUC,MonitoringDetectionEvidence,EvidenceRequirement,EP_FREQ;DR;FPR,partial_replace,no,1,0,0,NOT_IN_FRESH60_INDEPENDENT_SAMPLE,"What traceable evidence demonstrates that the outcome/control 'DE.AE-04 - The estimated impact and scope of adverse events are understood' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",no,not_sampled,not_sampled,not_sampled,not_sampled,not_sampled,AUTHOR_QA_NOT_INDEPENDENTLY_SAMPLED,Not part of the fresh-60 independent semantic sample; structural/reciprocal updates may reflect human-directed changes from sampled endpoints.
NIST-CSF-2.0,DE.AE-06,Information on adverse events is provided to authorized staff and tools,GQM-CSF-083,A.5.26,EventPotential,EP_EXPLOIT;DR;FPR;AUROC;PR_AUC,MonitoringDetectionEvidence,EvidenceRequirement,EP_FREQ,partial_replace,no,1,0,0,INDEPENDENT_FRESH60_MINOR_REVISION,"What traceable evidence demonstrates that the outcome/control 'DE.AE-06 - Information on adverse events is provided to authorized staff and tools' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",yes,minor_revision,partial,yes,yes,revise_metric_mapping,HUMAN_DIRECTED_REPAIR_IMPLEMENTED,Metric binding pruned to EP_FREQ only; crosswalk unchanged.
NIST-CSF-2.0,DE.AE-07,Cyber threat intelligence and other contextual information are integrated into the analysis,GQM-CSF-084,A.5.7,EventPotential,EP_EXPLOIT;DR;FPR;AUROC;PR_AUC,MonitoringDetectionEvidence,EvidenceRequirement,EP_FREQ;AUROC;PR_AUC;CAL_BRIER,partial_replace,no,1,0,0,NOT_IN_FRESH60_INDEPENDENT_SAMPLE,"What traceable evidence demonstrates that the outcome/control 'DE.AE-07 - Cyber threat intelligence and other contextual information are integrated into the analysis' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",no,not_sampled,not_sampled,not_sampled,not_sampled,not_sampled,AUTHOR_QA_NOT_INDEPENDENTLY_SAMPLED,Not part of the fresh-60 independent semantic sample; structural/reciprocal updates may reflect human-directed changes from sampled endpoints.
NIST-CSF-2.0,DE.AE-08,Incidents are declared when adverse events meet the defined incident criteria,GQM-CSF-085,A.5.25;A.5.26,EventPotential,EP_EXPLOIT;DR;FPR;AUROC;PR_AUC,IncidentResponseEvidence,EvidenceRequirement,,remove_current_metrics,no,2,0,0,NOT_IN_FRESH60_INDEPENDENT_SAMPLE,"What traceable evidence demonstrates that the outcome/control 'DE.AE-08 - Incidents are declared when adverse events meet the defined incident criteria' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",no,not_sampled,not_sampled,not_sampled,not_sampled,not_sampled,AUTHOR_QA_NOT_INDEPENDENTLY_SAMPLED,Not part of the fresh-60 independent semantic sample; structural/reciprocal updates may reflect human-directed changes from sampled endpoints.
NIST-CSF-2.0,RS.MA-01,The incident response plan is executed in coordination with relevant third parties once an incident is declared,GQM-CSF-086,A.5.26;A.5.27;A.5.28,ImpactLevel,IL_CIA;RRL_PORTFOLIO;TCO_3Y,IncidentResponseEvidence,EvidenceRequirement,,remove_current_metrics,no,3,1,1,NOT_IN_FRESH60_INDEPENDENT_SAMPLE,"What traceable evidence demonstrates that the outcome/control 'RS.MA-01 - The incident response plan is executed in coordination with relevant third parties once an incident is declared' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",no,not_sampled,not_sampled,not_sampled,not_sampled,not_sampled,AUTHOR_QA_NOT_INDEPENDENTLY_SAMPLED,Not part of the fresh-60 independent semantic sample; structural/reciprocal updates may reflect human-directed changes from sampled endpoints.
NIST-CSF-2.0,RS.MA-02,Incident reports are triaged and validated,GQM-CSF-087,A.5.24;A.5.26;A.5.27;A.5.28;A.6.8,ImpactLevel,IL_CIA;RRL_PORTFOLIO;TCO_3Y,IncidentResponseEvidence,EvidenceRequirement,,remove_current_metrics,no,5,0,0,NOT_IN_FRESH60_INDEPENDENT_SAMPLE,"What traceable evidence demonstrates that the outcome/control 'RS.MA-02 - Incident reports are triaged and validated' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",no,not_sampled,not_sampled,not_sampled,not_sampled,not_sampled,AUTHOR_QA_NOT_INDEPENDENTLY_SAMPLED,Not part of the fresh-60 independent semantic sample; structural/reciprocal updates may reflect human-directed changes from sampled endpoints.
NIST-CSF-2.0,RS.MA-03,Incidents are categorized and prioritized,GQM-CSF-088,A.5.25,ImpactLevel,IL_CIA;RRL_PORTFOLIO;TCO_3Y,IncidentResponseEvidence,EvidenceRequirement,,remove_current_metrics,no,1,0,0,NOT_IN_FRESH60_INDEPENDENT_SAMPLE,"What traceable evidence demonstrates that the outcome/control 'RS.MA-03 - Incidents are categorized and prioritized' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",no,not_sampled,not_sampled,not_sampled,not_sampled,not_sampled,AUTHOR_QA_NOT_INDEPENDENTLY_SAMPLED,Not part of the fresh-60 independent semantic sample; structural/reciprocal updates may reflect human-directed changes from sampled endpoints.
NIST-CSF-2.0,RS.MA-04,Incidents are escalated or elevated as needed,GQM-CSF-089,A.5.26,ImpactLevel,IL_CIA;RRL_PORTFOLIO;TCO_3Y,IncidentResponseEvidence,EvidenceRequirement,,remove_current_metrics,no,1,0,0,NOT_IN_FRESH60_INDEPENDENT_SAMPLE,"What traceable evidence demonstrates that the outcome/control 'RS.MA-04 - Incidents are escalated or elevated as needed' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",no,not_sampled,not_sampled,not_sampled,not_sampled,not_sampled,AUTHOR_QA_NOT_INDEPENDENTLY_SAMPLED,Not part of the fresh-60 independent semantic sample; structural/reciprocal updates may reflect human-directed changes from sampled endpoints.
NIST-CSF-2.0,RS.MA-05,The criteria for initiating incident recovery are applied,GQM-CSF-090,A.5.25,ImpactLevel,IL_CIA;RRL_PORTFOLIO;TCO_3Y,IncidentResponseEvidence,EvidenceRequirement,,remove_current_metrics,no,1,0,0,INDEPENDENT_FRESH60_ACCEPT,"What traceable evidence demonstrates that the outcome/control 'RS.MA-05 - The criteria for initiating incident recovery are applied' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",yes,accept,yes,yes,yes,retain,RETAINED_AFTER_INDEPENDENT_REVIEW,Independent fresh-60 final decision: accept; no semantic change required from the sampled row.
NIST-CSF-2.0,RS.AN-03,Analysis is performed to establish what has taken place during an incident and the root cause of the incident,GQM-CSF-091,A.5.25;A.5.27,ImpactLevel,IL_CIA;RRL_PORTFOLIO;TCO_3Y,IncidentResponseEvidence,EvidenceRequirement,,remove_current_metrics,no,2,0,0,NOT_IN_FRESH60_INDEPENDENT_SAMPLE,"What traceable evidence demonstrates that the outcome/control 'RS.AN-03 - Analysis is performed to establish what has taken place during an incident and the root cause of the incident' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",no,not_sampled,not_sampled,not_sampled,not_sampled,not_sampled,AUTHOR_QA_NOT_INDEPENDENTLY_SAMPLED,Not part of the fresh-60 independent semantic sample; structural/reciprocal updates may reflect human-directed changes from sampled endpoints.
NIST-CSF-2.0,RS.AN-06,"Actions performed during an investigation are recorded, and the records' integrity and provenance are preserved",GQM-CSF-092,A.5.28,ImpactLevel,IL_CIA;RRL_PORTFOLIO;TCO_3Y,IncidentResponseEvidence,EvidenceRequirement,,remove_current_metrics,no,1,0,0,INDEPENDENT_FRESH60_ACCEPT,"What traceable evidence demonstrates that the outcome/control 'RS.AN-06 - Actions performed during an investigation are recorded, and the records' integrity and provenance are preserved' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",yes,accept,yes,yes,yes,retain,RETAINED_AFTER_INDEPENDENT_REVIEW,Independent fresh-60 final decision: accept; no semantic change required from the sampled row.
NIST-CSF-2.0,RS.AN-07,"Incident data and metadata are collected, and their integrity and provenance are preserved",GQM-CSF-093,A.5.28,ImpactLevel,IL_CIA;RRL_PORTFOLIO;TCO_3Y,IncidentResponseEvidence,EvidenceRequirement,,remove_current_metrics,yes,1,1,1,INDEPENDENT_FRESH60_ACCEPT,"What traceable evidence demonstrates that the outcome/control 'RS.AN-07 - Incident data and metadata are collected, and their integrity and provenance are preserved' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",yes,accept,yes,yes,yes,retain,RETAINED_AFTER_INDEPENDENT_REVIEW,Independent fresh-60 final decision: accept; no semantic change required from the sampled row.
NIST-CSF-2.0,RS.AN-08,An incident's magnitude is estimated and validated,GQM-CSF-094,A.5.25,ImpactLevel,IL_CIA;RRL_PORTFOLIO;TCO_3Y,IncidentResponseEvidence,EvidenceRequirement,IL_CIA,partial_replace,no,1,0,0,NOT_IN_FRESH60_INDEPENDENT_SAMPLE,"What traceable evidence demonstrates that the outcome/control 'RS.AN-08 - An incident's magnitude is estimated and validated' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",no,not_sampled,not_sampled,not_sampled,not_sampled,not_sampled,AUTHOR_QA_NOT_INDEPENDENTLY_SAMPLED,Not part of the fresh-60 independent semantic sample; structural/reciprocal updates may reflect human-directed changes from sampled endpoints.
NIST-CSF-2.0,RS.CO-02,Internal and external stakeholders are notified of incidents,GQM-CSF-095,A.5.26,ImpactLevel,IL_CIA;RRL_PORTFOLIO;TCO_3Y,IncidentResponseEvidence,EvidenceRequirement,,remove_current_metrics,no,1,0,0,NOT_IN_FRESH60_INDEPENDENT_SAMPLE,"What traceable evidence demonstrates that the outcome/control 'RS.CO-02 - Internal and external stakeholders are notified of incidents' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",no,not_sampled,not_sampled,not_sampled,not_sampled,not_sampled,AUTHOR_QA_NOT_INDEPENDENTLY_SAMPLED,Not part of the fresh-60 independent semantic sample; structural/reciprocal updates may reflect human-directed changes from sampled endpoints.
NIST-CSF-2.0,RS.CO-03,Information is shared with designated internal and external stakeholders,GQM-CSF-096,A.5.26,ImpactLevel,IL_CIA;RRL_PORTFOLIO;TCO_3Y,IncidentResponseEvidence,EvidenceRequirement,,remove_current_metrics,no,1,0,0,INDEPENDENT_FRESH60_ACCEPT,"What traceable evidence demonstrates that the outcome/control 'RS.CO-03 - Information is shared with designated internal and external stakeholders' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",yes,accept,yes,yes,yes,retain,RETAINED_AFTER_INDEPENDENT_REVIEW,Independent fresh-60 final decision: accept; no semantic change required from the sampled row.
NIST-CSF-2.0,RS.MI-01,Incidents are contained,GQM-CSF-097,A.5.26,ImpactLevel,IL_CIA;RRL_PORTFOLIO;TCO_3Y,IncidentResponseEvidence,EvidenceRequirement,,remove_current_metrics,no,1,0,0,NOT_IN_FRESH60_INDEPENDENT_SAMPLE,"What traceable evidence demonstrates that the outcome/control 'RS.MI-01 - Incidents are contained' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",no,not_sampled,not_sampled,not_sampled,not_sampled,not_sampled,AUTHOR_QA_NOT_INDEPENDENTLY_SAMPLED,Not part of the fresh-60 independent semantic sample; structural/reciprocal updates may reflect human-directed changes from sampled endpoints.
NIST-CSF-2.0,RS.MI-02,Incidents are eradicated,GQM-CSF-098,A.5.26,ImpactLevel,IL_CIA;RRL_PORTFOLIO;TCO_3Y,IncidentResponseEvidence,EvidenceRequirement,,remove_current_metrics,no,1,0,0,NOT_IN_FRESH60_INDEPENDENT_SAMPLE,"What traceable evidence demonstrates that the outcome/control 'RS.MI-02 - Incidents are eradicated' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",no,not_sampled,not_sampled,not_sampled,not_sampled,not_sampled,AUTHOR_QA_NOT_INDEPENDENTLY_SAMPLED,Not part of the fresh-60 independent semantic sample; structural/reciprocal updates may reflect human-directed changes from sampled endpoints.
NIST-CSF-2.0,RC.RP-01,The recovery portion of the incident response plan is executed once initiated from the incident response process,GQM-CSF-099,A.5.26,ImpactLevel,IL_CIA;RRL_PORTFOLIO;TCO_3Y,ContinuityResilienceEvidence,EvidenceRequirement,,remove_current_metrics,no,1,1,0,INDEPENDENT_FRESH60_ACCEPT,"What traceable evidence demonstrates that the outcome/control 'RC.RP-01 - The recovery portion of the incident response plan is executed once initiated from the incident response process' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",yes,accept,yes,yes,yes,retain,RETAINED_AFTER_INDEPENDENT_REVIEW,Independent fresh-60 final decision: accept; no semantic change required from the sampled row.
NIST-CSF-2.0,RC.RP-02,"Recovery actions are selected, scoped, prioritized, and performed",GQM-CSF-100,A.5.26,ImpactLevel,IL_CIA;RRL_PORTFOLIO;TCO_3Y,ContinuityResilienceEvidence,EvidenceRequirement,,remove_current_metrics,no,1,1,0,NOT_IN_FRESH60_INDEPENDENT_SAMPLE,"What traceable evidence demonstrates that the outcome/control 'RC.RP-02 - Recovery actions are selected, scoped, prioritized, and performed' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",no,not_sampled,not_sampled,not_sampled,not_sampled,not_sampled,AUTHOR_QA_NOT_INDEPENDENTLY_SAMPLED,Not part of the fresh-60 independent semantic sample; structural/reciprocal updates may reflect human-directed changes from sampled endpoints.
NIST-CSF-2.0,RC.RP-03,The integrity of backups and other restoration assets is verified before using them for restoration,GQM-CSF-101,A.8.13,ImpactLevel,IL_CIA;RRL_PORTFOLIO;TCO_3Y,ContinuityResilienceEvidence,EvidenceRequirement,,remove_current_metrics,no,1,0,0,INDEPENDENT_FRESH60_ACCEPT,"What traceable evidence demonstrates that the outcome/control 'RC.RP-03 - The integrity of backups and other restoration assets is verified before using them for restoration' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",yes,accept,yes,yes,yes,retain,RETAINED_AFTER_INDEPENDENT_REVIEW,Independent fresh-60 final decision: accept; no semantic change required from the sampled row.
NIST-CSF-2.0,RC.RP-04,Critical mission functions and cybersecurity risk management are considered to establish post-incident operational norms,GQM-CSF-102,,ImpactLevel,IL_CIA;RRL_PORTFOLIO;TCO_3Y,ContinuityResilienceEvidence,EvidenceRequirement,IL_CIA,partial_replace,yes,0,0,0,NOT_IN_FRESH60_INDEPENDENT_SAMPLE,"What traceable evidence demonstrates that the outcome/control 'RC.RP-04 - Critical mission functions and cybersecurity risk management are considered to establish post-incident operational norms' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",no,not_sampled,not_sampled,not_sampled,not_sampled,not_sampled,AUTHOR_QA_NOT_INDEPENDENTLY_SAMPLED,Not part of the fresh-60 independent semantic sample; structural/reciprocal updates may reflect human-directed changes from sampled endpoints.
NIST-CSF-2.0,RC.RP-05,"The integrity of restored assets is verified, systems and services are restored, and normal operating status is confirmed",GQM-CSF-103,A.5.26,ImpactLevel,IL_CIA;RRL_PORTFOLIO;TCO_3Y,ContinuityResilienceEvidence,EvidenceRequirement,,remove_current_metrics,no,1,0,0,NOT_IN_FRESH60_INDEPENDENT_SAMPLE,"What traceable evidence demonstrates that the outcome/control 'RC.RP-05 - The integrity of restored assets is verified, systems and services are restored, and normal operating status is confirmed' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",no,not_sampled,not_sampled,not_sampled,not_sampled,not_sampled,AUTHOR_QA_NOT_INDEPENDENTLY_SAMPLED,Not part of the fresh-60 independent semantic sample; structural/reciprocal updates may reflect human-directed changes from sampled endpoints.
